,x/d,y/d,CFr,CFv
235,1,0.7499999999999998,-0.23148985837886776,0.5641071321814568
236,1,0.7501249999999997,-0.22444676637066655,0.5440039073719369
237,1,0.7502499999999998,-0.22288880951938767,0.5434093122447806
238,1,0.7504999999999997,-0.2368794547294921,0.5597460417412276
239,1,0.7506249999999998,-0.24402540000112236,0.5617732032591388
240,1,0.7507499999999997,-0.25142494499510126,0.5670755092604056
241,1,0.7508749999999997,-0.2583145610941684,0.5770685918780781
242,1,0.7511249999999997,-0.26496800709759694,0.6001079564089374
243,1,0.7512499999999998,-0.2599220809789759,0.6067187192340076
244,1,0.7513749999999997,-0.2518334230582444,0.6153754342569531
245,1,0.7516249999999998,-0.23610267454819173,0.6197698757795599
246,1,0.7517499999999997,-0.22890806910880077,0.6104625361485723
247,1,0.7518749999999997,-0.22517900905764998,0.6022888313939017
248,1,0.7519999999999998,-0.22129900595634086,0.5922471978413246
249,1,0.7522499999999998,-0.21162556017871786,0.5615544159224325
250,1,0.7523749999999996,-0.2103970663716041,0.5455631080907948
251,1,0.7524999999999997,-0.2162821699532962,0.5387325831356076
252,1,0.7526249999999998,-0.2247317115726733,0.5394174515789869
253,1,0.7528749999999997,-0.23237761780029936,0.5362840360010243
254,1,0.7529999999999998,-0.23574172221014986,0.5413116244447567
255,1,0.7531249999999996,-0.23921514435679203,0.5504758541759305
256,1,0.7533749999999996,-0.24404467003456587,0.5718721461897046
257,1,0.7534999999999996,-0.24414070332484022,0.58036132520698
258,1,0.7536249999999998,-0.24326249851761733,0.5886813904212043
259,1,0.7537499999999996,-0.24383866097504026,0.5996386865235784
260,1,0.7539999999999998,-0.24731893259877752,0.6206211793369868
261,1,0.7541249999999996,-0.24619346294777789,0.6260012105717067
262,1,0.7542499999999996,-0.24424778060628902,0.6286125205181118
263,1,0.7543749999999996,-0.2417279364223539,0.6316015647888332
264,1,0.7546249999999997,-0.23369730404071934,0.6359981750599767
265,1,0.7547499999999996,-0.22975050510740677,0.6328687200663092
266,1,0.7548749999999996,-0.22658187106299166,0.6283959174421093
267,1,0.7551249999999996,-0.22311971061888192,0.6118432736522564
268,1,0.7552499999999996,-0.21318595238692784,0.5925457152080765
269,1,0.7553749999999996,-0.21338914897522027,0.5821019949160814
270,1,0.7554999999999996,-0.21757772384825538,0.5744373228973599
271,1,0.7557499999999996,-0.22885623785971873,0.5579353549752818
272,1,0.7558749999999996,-0.23632663385907282,0.5524328729760559
273,1,0.7559999999999997,-0.24055320203329178,0.5463642529501144
274,1,0.7562499999999996,-0.2461123583399358,0.5519860656215311
275,1,0.7563749999999996,-0.2474921135498559,0.5587290311286123
276,1,0.7564999999999996,-0.24611985470493372,0.5687140367813476
277,1,0.7566249999999997,-0.24228745200766513,0.5752342472421637
278,1,0.7568749999999996,-0.23603966655974457,0.5871791529465517
279,1,0.7569999999999997,-0.2330824962690405,0.5907450122887633
280,1,0.7571249999999996,-0.22826419049411092,0.5896143638216014
281,1,0.7572499999999996,-0.2228673801715259,0.5850627199813464
282,1,0.7574999999999996,-0.21346873663107774,0.5664183188035641
283,1,0.7576249999999997,-0.21058178080373177,0.5531963793629395
284,1,0.7577499999999995,-0.21155413791163646,0.5436193763276311
285,1,0.7579999999999997,-0.2179824503911478,0.53840299975578
286,1,0.7581249999999995,-0.2171289638705367,0.5262715297684466
287,1,0.7582499999999996,-0.21789392651297723,0.5252979588401603
288,1,0.7583749999999995,-0.22051414228721633,0.527317134200547
289,1,0.7586249999999997,-0.22826811965065905,0.5260216857849574
290,1,0.7587499999999995,-0.23103695698843402,0.5319809811983285
291,1,0.7588749999999995,-0.23141096437607628,0.5300179441851517
292,1,0.7589999999999997,-0.2566388229357022,0.6193355175443445
293,1,0.7592499999999995,-0.2515899138194117,0.5633751027617676
294,1,0.7593749999999995,-0.24284567852380726,0.5515271576566334
295,1,0.7594999999999995,-0.24038735981771017,0.5704136736106067
296,1,0.7597499999999995,-0.24581399415925403,0.5800628117833019
297,1,0.7598749999999995,-0.24362454251925125,0.5708823134148717
298,1,0.7599999999999996,-0.2418059604997275,0.5747380100708627
299,1,0.7601249999999995,-0.24030956931956732,0.5791055869802784
300,1,0.7603749999999995,-0.23852396508430762,0.5829423073784646
301,1,0.7604999999999995,-0.23827222753921642,0.5861166491764863
302,1,0.7606249999999996,-0.2388010958290984,0.5875762252669193
303,1,0.7607499999999995,-0.2400571858602369,0.587001698107439
304,1,0.7609999999999996,-0.24237800647413194,0.5801145065766772
305,1,0.7611249999999995,-0.24320276250907819,0.5788889014989714
306,1,0.7612499999999995,-0.24442021570619024,0.5799485426171502
307,1,0.7614999999999995,-0.24775684942540824,0.5835374955772582
308,1,0.7616249999999996,-0.2507030294984627,0.589784635769857
309,1,0.7617499999999995,-0.2556713951721612,0.5996191091012223
310,1,0.7618749999999995,-0.26134307808863,0.6094922154513458
311,1,0.7621249999999995,-0.2651539428687499,0.6281832006827677
312,1,0.7622499999999995,-0.2593992551947708,0.6330157570590909
313,1,0.7623749999999994,-0.2495250264573168,0.6329078160596513
314,1,0.7624999999999995,-0.23952863337111738,0.625379670449551
315,1,0.7627499999999994,-0.22013245394146452,0.5927392813936778
316,1,0.7628749999999995,-0.21587729945901157,0.5739566783278546
317,1,0.7629999999999996,-0.2163710521750053,0.5559973561872522
318,1,0.7632499999999995,-0.22830951443104175,0.563484517496078
319,1,0.7633749999999996,-0.23401267283715457,0.5677450765756777
320,1,0.7634999999999994,-0.23733686158713255,0.572686852081825
321,1,0.7636249999999996,-0.24041782745284643,0.582014536633423
322,1,0.7638749999999994,-0.23878788763568948,0.5897061822150453
323,1,0.7639999999999996,-0.2373597125449967,0.5948643378152668
324,1,0.7641249999999994,-0.23828632281891415,0.603695045543754
