"时间","力 3 Monitor 2: 力 3 Monitor 2 (N)"
0.01,0.28628655591774116
0.05,0.32560979620096525
0.09,0.32446692892368395
0.106,0.323112436898951
0.114,0.3254286078951357
0.12200000000000001,0.3246024066252528
0.13,0.3248062989244472
0.138,0.32223074529505624
0.14800000000000002,0.3246066528945787
0.15600000000000003,0.3244799137009677
0.16400000000000003,0.32463960074758286
0.17200000000000004,0.32461670086239136
0.18000000000000005,0.324690531375407
0.18800000000000006,0.32470241393551746
0.19600000000000006,0.32471018396501933
0.20600000000000007,0.32473911731139166
0.21400000000000008,0.3247456421076588
0.2220000000000001,0.32477894470717533
0.2300000000000001,0.324829880520617
0.2380000000000001,0.32488335736173013
0.2460000000000001,0.32489316302159166
0.2540000000000001,0.3249149182378625
0.2620000000000001,0.3249093188048023
0.27200000000000013,0.32435029101930074
0.28000000000000014,0.3250251022417539
0.28800000000000014,0.3248857255326578
0.29600000000000015,0.3249665718404507
0.30400000000000016,0.3250378944016671
0.31200000000000017,0.3250123853179257
0.3200000000000002,0.325146218810603
0.3300000000000002,0.32527416067727594
0.3380000000000002,0.32519493599692206
0.3460000000000002,0.32527129939545046
0.3540000000000002,0.32528628389252
0.3620000000000002,0.32533132965630046
0.3700000000000002,0.32536899176078476
0.3780000000000002,0.32540259765151774
0.38600000000000023,0.3253741512674115
0.39600000000000024,0.32567948889724707
0.40400000000000025,0.32504756898697007
0.41200000000000025,0.32538097406666866
0.42000000000000026,0.32533661551289517
0.42800000000000027,0.3254125970707193
0.4360000000000003,0.32540281971470786
0.4440000000000003,0.3254147500705907
0.4540000000000003,0.3254513475342804
0.4620000000000003,0.3254668010137238
0.4700000000000003,0.3254893516603372
0.4780000000000003,0.3255079214098466
0.4860000000000003,0.3255337351768223
0.4940000000000003,0.32554258912167394
0.5020000000000003,0.3255615918332857
0.5120000000000003,0.3255188885691761
0.5200000000000004,0.3248303532202329
0.5280000000000004,0.3255747126786661
0.5360000000000004,0.3254914194340507
0.5440000000000004,0.3254756345334423
0.5520000000000004,0.3255533905632349
0.5600000000000004,0.3256094919164101
0.5680000000000004,0.32560975079393617
0.5780000000000004,0.3258712346296584
0.5860000000000004,0.3256770623369668
0.5940000000000004,0.3257517537162941
0.6050000000000004,0.3217440147061126
0.6250000000000004,0.32409202384745783
0.6450000000000005,0.3240992769815665
0.6800000000000005,0.3242957577674756
0.7300000000000005,0.3227078700452707
0.7700000000000006,0.3216728099984302
0.8100000000000006,0.32181958284727863
0.8500000000000006,0.320831028330693
0.8900000000000007,0.3197645128756435
0.9300000000000007,0.31876703326439926
0.9700000000000008,0.3176480936052125
1.0100000000000007,0.3171978934460297
1.0600000000000007,0.3163760166609595
1.1000000000000008,0.31537984431879157
1.1400000000000008,0.31570115923077974
1.1800000000000008,0.3165734968508405
1.2200000000000009,0.3186147940725463
1.260000000000001,0.3225517599174882
1.300000000000001,0.32568170510102135
1.350000000000001,0.3384172535913763
1.390000000000001,0.3602626395004359
1.430000000000001,0.39540420195264825
1.470000000000001,0.4434955767055695
1.5100000000000011,0.5241059678968815
1.5500000000000012,0.6110403634632398
1.5900000000000012,0.7329840343790868
1.6300000000000012,0.8669191043025769
1.6800000000000013,1.0756062863504439
1.7040000000000013,1.157359546236591
1.7200000000000013,1.2231976870564714
1.7440000000000013,1.2498010402971045
1.7580000000000011,1.281668173551901
1.7780000000000007,1.35996198091286
1.7980000000000003,1.3494322592404069
1.8229999999999997,1.4004357533902114
1.8429999999999993,1.4764523153652431
1.8629999999999989,1.520835533521548
1.8829999999999985,1.5101249317648016
1.8999999999999981,1.327311737009229
1.9319999999999982,1.5659895789074842
1.9719999999999982,1.6087256847983817
2.0219999999999976,1.6155027828067579
2.0619999999999967,1.5764864839623778
2.101999999999996,1.5256874645793372
2.141999999999995,1.4970870104918725
2.165999999999994,1.47256240193131
2.1739999999999933,1.4570210811903863
2.1819999999999924,1.4449479995914585
2.1899999999999915,1.4418084020891797
2.1999999999999904,1.4418889365111738
2.2079999999999895,1.4385425349453413
2.2159999999999886,1.437407160208097
2.2239999999999878,1.4349765260686678
2.231999999999987,1.4347371734816274
2.239999999999986,1.433946836800532
2.247999999999985,1.4320552287373087
2.257999999999984,1.4294184405311925
2.265999999999983,1.4280510342135193
2.2739999999999823,1.4276310486538122
2.2819999999999814,1.4313581982560162
2.2899999999999805,1.4366324655477958
2.2979999999999796,1.4430359803342634
2.3059999999999787,1.4502552908233792
2.313999999999978,1.4554265227770466
2.3239999999999768,1.4601372957711074
2.331999999999976,1.4638580891813742
2.339999999999975,1.4674307155872919
2.347999999999974,1.4696718145459193
2.3559999999999732,1.473416592002266
2.3639999999999723,1.4771822500635725
2.3719999999999715,1.4810342484269674
2.3819999999999704,1.4830854602813661
2.3899999999999695,1.4840378205029399
2.3979999999999686,1.4839517071074921
2.4059999999999677,1.4844218935840399
2.413999999999967,1.4848927004637735
2.421999999999966,1.4850294233946437
2.429999999999965,1.485272743693917
2.439999999999964,1.4870651726344353
2.447999999999963,1.488590644845593
2.455999999999962,1.4903283205942868
2.4639999999999613,1.4913814971207067
2.4719999999999605,1.4918258365591566
2.4799999999999596,1.4916679703963198
2.4879999999999587,1.4922655582412254
2.495999999999958,1.4911036711128638
2.5059999999999567,1.4909649796377806
2.513999999999956,1.4914502041854596
2.521999999999955,1.4912991280734145
2.529999999999954,1.4910350172148317
2.537999999999953,1.4904183167046838
2.5459999999999523,1.4910159026289207
2.5539999999999514,1.4921910775426186
2.5639999999999503,1.492977644676646
2.5719999999999494,1.49353836045295
2.5799999999999486,1.4939778582137144
2.5879999999999477,1.4935288252622088
2.595999999999947,1.4947968062368704
2.603999999999946,1.4943833496063594
2.611999999999945,1.4935553136440247
2.619999999999944,1.4923574788769862
2.629999999999943,1.4917165881150747
2.637999999999942,1.4913219399487045
2.6459999999999413,1.4912473876812056
2.6539999999999404,1.4909397069316686
2.6619999999999395,1.4906401504147884
2.6699999999999386,1.4903482348622337
2.6779999999999378,1.4907400893635745
2.6879999999999367,1.4908129259247738
2.695999999999936,1.49059288557751
2.703999999999935,1.4902932324163751
2.711999999999934,1.4903568930367062
2.719999999999933,1.490692794123345
2.7279999999999323,1.4918493776396275
2.7359999999999314,1.4928286762839478
2.7439999999999305,1.4929949647188054
2.7539999999999294,1.4936638980115555
2.7619999999999285,1.4942549319168212
2.7699999999999276,1.4944005114069663
2.7779999999999268,1.4951032220244236
2.785999999999926,1.4954654272400438
2.793999999999925,1.495676607185896
2.801999999999924,1.4961463653281495
2.811999999999923,1.4964022692311918
2.819999999999922,1.4969772042442018
2.8279999999999212,1.4970657201758653
2.8359999999999204,1.4977966153804796
2.8439999999999195,1.498244763815649
2.8519999999999186,1.49835325556449
2.8599999999999177,1.4979912742273396
2.8699999999999166,1.4970117245350945
2.8779999999999157,1.4965015724894353
2.885999999999915,1.4966538924792372
2.893999999999914,1.4970484615092807
2.901999999999913,1.4970380550733768
2.909999999999912,1.4968023483938189
2.9179999999999113,1.496405716759668
2.9259999999999105,1.495719669110054
2.9359999999999093,1.495566656665808
2.9439999999999085,1.4951182590699528
2.9519999999999076,1.4947129922224525
2.9599999999999067,1.4940814018240114
2.967999999999906,1.494175122920007
2.975999999999905,1.4945774422656526
2.983999999999904,1.4941061583446276
2.993999999999903,1.4935172335530706
3.001999999999902,1.4926765680606209
3.009999999999901,1.4921973516074842
3.0179999999999003,1.4912080749376913
